"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.467608158E1,2.228483520E-1,-4.641022772E-2,7.818019688E-1,8.142663051E-1
7.468611558E1,1.097643708E-1,-1.251538038E-1,9.896927047E-1,1.003595208E0
7.469614958E1,5.059274107E-2,-1.566521698E-1,1.122507530E0,1.134514294E0
7.470618258E1,1.461543712E-1,-1.413102454E-1,1.210950176E0,1.227896581E0
7.471621658E1,4.457458207E-1,-2.718107432E-2,1.144510018E0,1.228548464E0
7.472625058E1,5.978906643E-1,1.099349633E-1,9.072674292E-1,1.092104908E0
7.473628358E1,6.648521009E-1,1.274944443E-1,6.547168297E-1,9.417734741E-1
7.474631758E1,7.057491352E-1,9.277894020E-2,5.696117753E-1,9.116728295E-1
7.475635158E1,7.117618270E-1,1.195185497E-1,4.163591766E-1,8.332133857E-1
7.476638558E1,7.218500282E-1,2.537185809E-1,-6.304234028E-2,7.677336245E-1
7.477641858E1,5.618832180E-1,6.153682843E-1,-9.983629560E-1,1.300430493E0
7.478645258E1,3.345290016E-1,1.148440517E0,-2.138403363E0,2.450223299E0
7.479648658E1,3.449352913E-1,1.509555492E0,-3.008943261E0,3.384003204E0
7.480652058E1,6.288031393E-1,1.539495283E0,-3.111542600E0,3.528049952E0
7.481655458E1,1.156081804E0,1.409737966E0,-2.155450335E0,2.823092704E0
7.482658758E1,1.874723611E0,1.036002068E0,9.024358749E-2,2.143836003E0
7.483662158E1,2.348399096E0,2.237042382E-1,3.135858831E0,3.924109136E0
7.484665558E1,2.694254885E0,-8.654738706E-1,5.912617344E0,6.554929311E0
7.485668958E1,2.869484536E0,-1.640682811E0,7.095224896E0,7.827387682E0
7.486672258E1,2.733949878E0,-2.008249605E0,6.653446119E0,7.468326028E0
7.487675658E1,2.214093669E0,-2.005903117E0,4.918647401E0,5.754906632E0
7.488679058E1,1.617208141E0,-1.748530903E0,2.541647819E0,3.483201994E0
7.489682458E1,1.162939565E0,-1.497310253E0,2.000852877E-1,1.906410383E0
7.490685758E1,8.440356392E-1,-1.324117772E0,-1.818660654E0,2.402750634E0
7.491689158E1,7.084938182E-1,-1.032553088E0,-3.450624390E0,3.670822530E0
7.492692558E1,7.256352232E-1,-7.102440360E-1,-4.438749456E0,4.553404199E0
7.493695958E1,9.711196089E-1,-4.519070318E-1,-4.654093637E0,4.775759714E0
7.494699258E1,1.153174715E0,-3.737917390E-1,-4.409574189E0,4.573169220E0
7.495702658E1,1.245505612E0,-3.827695540E-1,-3.646731232E0,3.872524427E0
7.496706058E1,1.426321547E0,-4.905980578E-1,-2.698805189E0,3.091703261E0
7.497709458E1,1.759957678E0,-5.544113535E-1,-1.977607271E0,2.704764962E0
7.498712758E1,2.040967846E0,-3.592558533E-1,-1.256172541E0,2.423341489E0
7.499716158E1,2.419313397E0,-1.229491112E-1,-5.096883398E-1,2.475474904E0
7.500719662E1,2.815140222E0,7.093140364E-2,3.928937155E-1,2.843309903E0
7.501723063E1,3.066960504E0,-1.848480284E-2,1.415688093E0,3.377981823E0
7.502726363E1,2.917556543E0,-2.289994767E-1,2.268039057E0,3.702509704E0
7.503729763E1,2.500081133E0,-6.352643126E-1,2.772307613E0,3.786773814E0
7.504733163E1,2.055143543E0,-9.934776074E-1,2.778886900E0,3.596223734E0
7.505736562E1,1.682659096E0,-1.011696070E0,2.565457097E0,3.230548047E0
7.506739863E1,1.386958968E0,-9.098206159E-1,1.997279643E0,2.596257827E0
7.507743262E1,1.007334339E0,-9.008705753E-1,1.117653757E0,1.753693298E0
7.508746663E1,5.722978400E-1,-9.570617330E-1,1.484187055E-1,1.124953373E0
7.509750063E1,2.995239142E-1,-9.231130913E-1,-7.988816857E-1,1.257006087E0
7.510753363E1,1.069487903E-1,-8.041529506E-1,-1.697064881E0,1.880991553E0
7.511756763E1,5.907047287E-2,-5.575287965E-1,-2.369891707E0,2.435305809E0
7.512760163E1,1.358686803E-1,-2.214925289E-1,-2.807400847E0,2.819400425E0
7.513763563E1,2.835940522E-1,5.373649657E-2,-3.036178422E0,3.049867638E0
7.514766862E1,4.473492734E-1,3.120267230E-1,-3.069280095E0,3.117364648E0
7.515770263E1,7.032020880E-1,4.693349504E-1,-2.847937254E0,2.970776847E0
7.516773663E1,9.008628277E-1,5.004593870E-1,-2.362158764E0,2.577170437E0
7.517777063E1,1.112408220E0,4.422626343E-1,-1.646891093E0,2.036000628E0
7.518780363E1,1.309516690E0,3.644841412E-1,-7.825053889E-1,1.568437864E0
7.519783763E1,1.287620037E0,2.377343398E-1,-4.919671834E-2,1.310306564E0
7.520787163E1,1.190335963E0,1.336442533E-1,4.289798069E-1,1.272314492E0
7.521790563E1,1.092570517E0,1.358524543E-1,7.509959131E-1,1.332726936E0
7.522793863E1,1.040634232E0,1.335144451E-1,9.305375934E-1,1.402371536E0
7.523797263E1,9.233347008E-1,5.729072660E-2,9.309445596E-1,1.312435511E0
7.524800663E1,7.462026581E-1,-1.601523131E-2,8.487759769E-1,1.130263489E0
7.525804063E1,7.956964150E-1,-1.414558411E-2,6.942761672E-1,1.056102400E0
7.526807363E1,9.834255859E-1,1.634478039E-1,5.327088279E-1,1.130318434E0
7.527810763E1,1.013557311E0,2.736236724E-1,5.504598051E-1,1.185400495E0
7.528814163E1,8.432389560E-1,2.571801326E-1,5.881632364E-1,1.059778066E0
7.529817563E1,6.579507054E-1,2.487972718E-1,6.117725390E-1,9.322364789E-1
7.530820863E1,5.700190338E-1,1.943883455E-1,7.276655227E-1,9.445663771E-1
7.531824263E1,5.649262552E-1,1.307171372E-1,8.300327271E-1,1.012513196E0
7.532827663E1,6.658062203E-1,8.813186556E-2,8.514616030E-1,1.084459317E0
7.533831062E1,7.523654041E-1,3.289906651E-2,7.049309635E-1,1.031534640E0
7.534834363E1,8.028417125E-1,3.476929843E-2,4.517570508E-1,9.218720911E-1
7.535837763E1,8.115661968E-1,5.855167866E-2,1.395975959E-1,8.255637345E-1
7.536841163E1,7.270827015E-1,-2.842594653E-2,-1.681513041E-1,7.468146693E-1
7.537844563E1,5.796357302E-1,-8.169875890E-2,-5.284327590E-1,7.886022113E-1
7.538847863E1,4.008587927E-1,-1.615381032E-2,-7.998143166E-1,8.947914049E-1
7.539851263E1,2.629770622E-1,6.150686145E-3,-8.357284999E-1,8.761488981E-1
7.540854662E1,2.860456435E-1,-3.929592043E-2,-7.084889942E-1,7.650640068E-1
7.541858063E1,5.739610805E-1,-7.957300365E-2,-2.761856300E-1,6.419047336E-1
7.542861363E1,9.961896191E-1,-1.827561870E-1,4.337774473E-1,1.101796921E0
7.543864763E1,1.216372883E0,-3.732646126E-1,1.073081601E0,1.664449935E0
7.544868163E1,1.162482386E0,-6.453826270E-1,1.564592117E0,2.053249260E0
7.545871562E1,9.166331338E-1,-8.972032017E-1,1.843083304E0,2.245472323E0
7.546874863E1,6.560292372E-1,-1.123744801E0,1.857653981E0,2.268050937E0
7.547878262E1,3.263813451E-1,-1.281492447E0,1.562071382E0,2.046659395E0
7.548881663E1,-9.058301836E-2,-1.355690105E0,1.134142320E0,1.769853030E0
7.549885063E1,-3.883780205E-1,-1.342344420E0,6.586052281E-1,1.544825840E0
7.550888363E1,-5.706624834E-1,-1.266760679E0,6.175127506E-2,1.390737757E0
7.551891763E1,-7.850927818E-1,-1.087030427E0,-5.679938507E-1,1.456235846E0
7.552895163E1,-8.801112056E-1,-8.794981250E-1,-1.154512850E0,1.697354591E0
7.553898563E1,-8.533803669E-1,-6.597659004E-1,-1.451562515E0,1.808475277E0
7.554901862E1,-7.694387622E-1,-4.705725136E-1,-1.408232308E0,1.672301627E0
7.555905263E1,-6.557134876E-1,-3.185416907E-1,-1.246186666E0,1.443748660E0
7.556908663E1,-4.520937042E-1,-1.824275735E-1,-9.950347209E-1,1.108044508E0
7.557912063E1,-2.683042411E-1,-8.485011578E-2,-7.864709705E-1,8.352983272E-1
7.558915363E1,-1.210970787E-1,-8.289714575E-2,-5.298781908E-1,5.498248233E-1
7.559918763E1,5.382266991E-2,-1.831906351E-1,-2.011436337E-1,2.773345452E-1
7.560922163E1,2.526532913E-1,-2.759698677E-1,1.037027085E-1,3.882619029E-1
7.561925563E1,4.321770644E-1,-3.483016795E-1,4.113171226E-1,6.908493687E-1
7.562928863E1,6.172764500E-1,-3.847596538E-1,6.371769369E-1,9.669874124E-1
7.563932263E1,6.913453965E-1,-4.583208427E-1,7.179761016E-1,1.097044272E0
7.564935663E1,6.201977921E-1,-4.527241802E-1,5.280474275E-1,9.319005153E-1
7.565939063E1,4.567477224E-1,-4.317008087E-1,2.213463485E-1,6.663169487E-1
7.566942363E1,1.412523580E-1,-4.553451946E-1,-7.871229351E-2,4.832050290E-1
7.567945763E1,-1.686851549E-1,-4.897440720E-1,-3.994461054E-1,6.541109452E-1
7.568949163E1,-2.934531156E-1,-4.760636339E-1,-6.497040117E-1,8.572436161E-1
7.569952563E1,-4.196934783E-1,-4.580720437E-1,-8.104071325E-1,1.021142661E0
7.570955863E1,-5.714315750E-1,-4.260319331E-1,-8.855877078E-1,1.136794986E0
7.571959263E1,-6.690846810E-1,-4.151809627E-1,-1.001018761E0,1.273612226E0
7.572962663E1,-6.924460617E-1,-3.893956187E-1,-1.087300276E0,1.346600307E0
7.573966062E1,-6.591825675E-1,-3.478455967E-1,-1.089649687E0,1.320172207E0
7.574969363E1,-5.553579446E-1,-2.750416222E-1,-1.125769107E0,1.285078373E0
7.575972763E1,-4.077063938E-1,-1.935156485E-1,-1.088949775E0,1.178763938E0
7.576976163E1,-2.563395222E-1,-1.435044131E-1,-9.412432605E-1,9.860235001E-1
7.577979563E1,-1.776150227E-1,-1.452936611E-1,-7.081726599E-1,7.444231729E-1
7.578982863E1,-1.623254308E-1,-1.236075076E-1,-5.018519014E-1,5.417413519E-1
7.579986263E1,-1.274473011E-1,-6.854164660E-2,-3.728944838E-1,3.999888347E-1
7.580989662E1,-1.153366211E-1,-2.983629495E-2,-3.060754269E-1,3.284431574E-1
7.581993063E1,-1.406468788E-1,5.129382223E-2,-2.808552164E-1,3.182644392E-1
7.582996363E1,-2.186938322E-1,1.172790661E-1,-2.876607907E-1,3.799080180E-1
7.583999763E1,-2.992097725E-1,1.105489209E-1,-2.160055017E-1,3.852349006E-1
7.585003163E1,-4.159219511E-1,7.732884228E-2,-1.347648722E-1,4.439959347E-1
7.586006562E1,-4.462361097E-1,1.546354651E-1,-1.238925594E-1,4.882500988E-1
7.587009863E1,-5.250168888E-1,2.482207364E-1,-1.541536546E-1,6.008490798E-1
7.588013262E1,-7.244538664E-1,3.962532333E-1,-3.201134223E-1,8.856199143E-1
7.589016663E1,-8.350371397E-1,5.172341716E-1,-3.764203548E-1,1.051908027E0
7.590020063E1,-5.731839855E-1,6.770280504E-1,-2.458608001E-1,9.205185470E-1
7.591023363E1,-1.851289140E-1,7.957502094E-1,7.199208856E-2,8.201670387E-1
7.592026763E1,2.155566549E-1,8.080746782E-1,4.549443680E-1,9.520628839E-1
7.593030163E1,4.756870732E-1,7.243682778E-1,7.054496115E-1,1.117428632E0
7.594033563E1,6.493401687E-1,6.290341043E-1,8.745855868E-1,1.257865854E0
7.595036862E1,7.018376403E-1,5.064937136E-1,8.901999915E-1,1.241598961E0
7.596040263E1,4.600533727E-1,3.123746324E-1,7.956481755E-1,9.707126433E-1
7.597043663E1,7.006689280E-2,1.774539319E-1,6.435328603E-1,6.712181536E-1
7.598047063E1,-2.596900499E-1,1.065108338E-1,4.225034308E-1,5.072402082E-1
7.599050363E1,-4.275925550E-1,1.613401750E-1,9.590661585E-2,4.669733655E-1
7.600053763E1,-3.141654152E-1,3.215331262E-1,-1.761660826E-1,4.828228951E-1
7.601057158E1,7.089164257E-3,5.347895595E-1,-2.844120777E-1,6.057560228E-1
7.602060558E1,4.131236199E-1,8.524687859E-1,-4.097717035E-1,1.032127417E0
7.603063958E1,9.239622532E-1,1.108305228E0,-4.185483742E-1,1.502407889E0
7.604067258E1,1.414382117E0,1.164812720E0,-2.318309909E-1,1.846892270E0
7.605070658E1,1.743178947E0,1.060235268E0,7.905727923E-2,2.041818239E0
7.606074058E1,1.996284447E0,8.747493088E-1,4.967911363E-1,2.235428232E0
7.607077458E1,2.109832844E0,5.447909296E-1,1.101256410E0,2.441507212E0
7.608080758E1,2.122876081E0,1.595535582E-1,1.977854024E0,2.905850432E0
7.609084158E1,2.023843983E0,-3.080617261E-1,2.891489655E0,3.542817935E0
7.610087558E1,1.845191372E0,-7.952224982E-1,3.476353308E0,4.015238765E0
7.611090858E1,1.583033651E0,-1.142443905E0,3.528205832E0,4.032295873E0
7.612094258E1,1.228999946E0,-1.245765082E0,2.679825711E0,3.200599530E0
7.613097658E1,9.024456690E-1,-1.111306604E0,1.331109288E0,1.954804975E0
7.614101058E1,7.149712175E-1,-9.042666382E-1,1.009434074E-1,1.157182598E0
7.615104358E1,6.487629023E-1,-6.877462891E-1,-1.013395563E0,1.385950514E0
7.616107758E1,5.184234953E-1,-4.712966913E-1,-1.992494282E0,2.112088293E0
7.617111158E1,4.307385032E-1,-3.071372813E-1,-2.472688681E0,2.528647521E0
7.618114558E1,4.622057328E-1,-2.257946178E-1,-2.481662403E0,2.534416231E0
7.619117958E1,5.667219351E-1,-2.800772443E-1,-2.096587000E0,2.189815988E0
7.620121258E1,7.787118615E-1,-3.604779214E-1,-1.392621412E0,1.635766148E0
7.621124658E1,1.094406689E0,-3.503786105E-1,-7.521372896E-1,1.373390576E0
7.622128058E1,1.399388687E0,-3.552853015E-1,-3.747819650E-1,1.491635969E0
7.623131458E1,1.633457846E0,-3.516597354E-1,-2.276835608E-1,1.686324081E0
7.624134758E1,1.787615886E0,-2.871775183E-1,-2.434792292E-1,1.826834316E0
7.625138158E1,1.881067548E0,-3.081640524E-1,-2.097191602E-1,1.917644996E0
7.626141558E1,1.887611898E0,-4.432838506E-1,-4.582053602E-2,1.939504775E0
7.627144858E1,1.722926531E0,-6.769856581E-1,2.118498856E-1,1.863240668E0
7.628148258E1,1.436907346E0,-9.454278204E-1,4.356304300E-1,1.774347868E0
7.629151658E1,1.126605698E0,-1.087722445E0,5.642077786E-1,1.664545263E0
7.630155058E1,8.238731240E-1,-1.121107707E0,4.006699276E-1,1.447821055E0
7.631158458E1,5.202694613E-1,-1.070345981E0,-9.267485976E-2,1.193695716E0
7.632161758E1,2.408567530E-1,-8.694669342E-1,-6.725028902E-1,1.125275461E0
7.633165158E1,7.664267153E-2,-6.458454341E-1,-1.232001321E0,1.393132327E0
7.634168558E1,2.490723833E-2,-4.131926170E-1,-1.632137398E0,1.683811449E0
7.635171858E1,8.597818986E-2,-1.541682726E-1,-1.807569655E0,1.816168539E0
7.636175258E1,3.018993455E-1,7.511859477E-2,-1.877539777E0,1.903139940E0
7.637178658E1,5.450126852E-1,2.678477928E-1,-1.789500005E0,1.889733191E0
7.638182058E1,7.890036920E-1,4.004003710E-1,-1.720940232E0,1.935066553E0
7.639185458E1,9.627500506E-1,5.176808989E-1,-1.686577315E0,2.009831886E0
7.640188758E1,1.074296653E0,5.627208316E-1,-1.661228465E0,2.056805301E0
7.641192158E1,1.077014731E0,5.899980927E-1,-1.539090655E0,1.968973978E0
7.642195558E1,1.066470885E0,5.651708150E-1,-1.216594493E0,1.713732873E0
7.643198958E1,1.014344127E0,4.272273964E-1,-7.144046223E-1,1.312170424E0
7.644202258E1,8.817073493E-1,2.314696330E-1,-3.049691337E-1,9.612451369E-1
7.645205658E1,7.515527143E-1,7.011396289E-2,-3.571947098E-2,7.556608569E-1
7.646209058E1,5.958143181E-1,1.468615919E-2,1.000096071E-1,6.043279792E-1
7.647212458E1,3.877374946E-1,6.439187765E-2,-6.122911870E-2,3.977884910E-1
7.648215758E1,1.349896976E-1,2.198801592E-1,-4.130566692E-1,4.870167501E-1
7.649219158E1,-4.454774335E-2,3.522389022E-1,-7.162295383E-1,7.994007113E-1
7.650222558E1,-9.703702882E-2,4.886515197E-1,-8.436579090E-1,9.797730146E-1
7.651225958E1,-1.542239673E-1,5.689984024E-1,-8.962232083E-1,1.072734941E0
7.652229258E1,-1.290688071E-1,6.953795367E-1,-9.246664041E-1,1.164138916E0
7.653232658E1,-9.820822611E-2,8.904186773E-1,-9.294330543E-1,1.290866406E0
7.654236058E1,3.306161910E-3,1.022330108E0,-8.090774757E-1,1.303754633E0
7.655239458E1,9.216775998E-2,1.108984967E0,-5.258722633E-1,1.230806317E0
7.656242758E1,1.762572992E-1,1.137827235E0,-1.773425424E-1,1.164975464E0
7.657246158E1,2.571820329E-1,1.131654915E0,1.211718500E-1,1.166819635E0
7.658249558E1,2.982530218E-1,1.089400303E0,3.330720216E-1,1.177575839E0
7.659252958E1,4.149587685E-1,1.044606246E0,5.088048255E-1,1.233805227E0
7.660256258E1,5.409636346E-1,1.039375327E0,6.070737165E-1,1.319651932E0
7.661259658E1,6.972706725E-1,1.039911809E0,6.451531237E-1,1.408483409E0
7.662263058E1,7.422156610E-1,1.022441205E0,5.457399327E-1,1.376263848E0
7.663266458E1,7.025094853E-1,9.980995390E-1,2.350183082E-1,1.242962538E0
7.664269758E1,6.875098423E-1,9.561460590E-1,6.481638551E-2,1.179443188E0
7.665273158E1,6.354675034E-1,9.446305525E-1,6.912578344E-3,1.138504990E0
7.666276558E1,5.141849218E-1,1.021562369E0,2.620371222E-2,1.143967850E0
7.667279958E1,4.916903177E-1,1.071989341E0,3.871885872E-1,1.241303959E0
7.668283258E1,6.550138682E-1,9.837034017E-1,1.070678980E0,1.594700294E0
7.669286658E1,7.633367541E-1,7.629555157E-1,1.855122721E0,2.146220965E0
7.670290058E1,1.017104744E0,4.606035957E-1,2.654295014E0,2.879572842E0
7.671293458E1,1.200652059E0,1.197141391E-1,3.204440238E0,3.424081495E0
7.672296758E1,1.151996501E0,-2.337944859E-1,3.204253128E0,3.413062247E0
7.673300158E1,8.524910054E-1,-5.285356700E-1,2.728162304E0,2.906709553E0
7.674303558E1,3.740640731E-1,-7.104638913E-1,1.996154639E0,2.151584582E0
7.675306958E1,4.356029481E-3,-8.010384312E-1,1.277355250E0,1.507752625E0
7.676310258E1,-2.791204937E-1,-8.281081161E-1,5.516824579E-1,1.033452871E0
7.677313658E1,-5.798043492E-1,-7.891489953E-1,-1.866770375E-1,9.968839132E-1
7.678317058E1,-8.097685435E-1,-7.455460158E-1,-6.894919753E-1,1.298831452E0
7.679320458E1,-9.779325653E-1,-7.006212732E-1,-1.183184672E0,1.687349471E0
7.680323758E1,-1.179571093E0,-6.237020284E-1,-1.599738561E0,2.083160015E0
7.681327158E1,-1.350323823E0,-4.288713410E-1,-1.844401267E0,2.325751725E0
7.682330558E1,-1.486257846E0,-2.229663196E-1,-1.959919444E0,2.469809829E0
7.683333958E1,-1.452399690E0,-8.123302817E-2,-1.803849657E0,2.317312505E0
7.684337258E1,-1.218713962E0,6.421587646E-2,-1.210508711E0,1.718929533E0
7.685340658E1,-8.238440341E-1,1.595865950E-1,-5.171909022E-1,9.857349051E-1
7.686344058E1,-4.312763008E-1,2.390523022E-1,3.194626272E-2,4.941313738E-1
7.687347458E1,-1.802332596E-1,2.527558368E-1,3.553645313E-1,4.718617287E-1
7.688350758E1,-5.270753279E-2,1.820998371E-1,5.495862311E-1,5.813634492E-1
7.689354158E1,1.418490663E-2,1.055697244E-1,7.326900351E-1,7.403923729E-1
7.690357558E1,1.187189430E-1,1.063257694E-2,1.021631366E0,1.028561076E0
7.691360958E1,2.344024502E-1,-1.257432032E-1,1.240971535E0,1.269159648E0
7.692364258E1,1.958418171E-1,-2.845845705E-1,1.332376964E0,1.376434077E0
7.693367658E1,-1.230410586E-1,-4.297802907E-1,9.934173810E-1,1.089370595E0
7.694371058E1,-6.015266092E-1,-4.676100218E-1,2.851184213E-1,8.135022485E-1
7.695374458E1,-9.469942895E-1,-3.914854136E-1,-3.891281086E-1,1.096120294E0
7.696377758E1,-1.123018577E0,-3.493679193E-1,-8.814063638E-1,1.469729855E0
7.697381158E1,-1.282684256E0,-2.901917580E-1,-1.306848605E0,1.854007398E0
7.698384558E1,-1.393112139E0,-1.982980862E-1,-1.655956616E0,2.173079814E0
7.699387958E1,-1.360014414E0,-1.040418470E-1,-1.835873687E0,2.287115237E0
7.700391233E1,-1.272991180E0,-2.926326782E-2,-1.774464474E0,2.184052896E0
7.701394633E1,-1.186190579E0,-2.159435213E-2,-1.575581374E0,1.972300959E0
7.702398033E1,-1.117504653E0,-7.839478970E-2,-1.277772741E0,1.699313264E0
7.703401433E1,-1.084754252E0,-1.050861597E-1,-9.895693284E-1,1.472067370E0
7.704404733E1,-1.094428178E0,-1.051054555E-1,-8.321166748E-1,1.378854000E0
7.705408133E1,-1.105813730E0,-9.046256572E-2,-7.995511919E-1,1.367585313E0
7.706411533E1,-1.140586975E0,-2.373209417E-2,-7.493633705E-1,1.364934915E0
7.707414933E1,-1.059003552E0,1.106100243E-1,-6.767772049E-1,1.261645943E0
7.708418233E1,-9.022167505E-1,3.413288748E-1,-5.475671875E-1,1.109202547E0
7.709421633E1,-6.254521000E-1,5.510740551E-1,-3.295034659E-1,8.963512022E-1
7.710425033E1,-3.756622633E-1,7.344529706E-1,-1.122817433E-1,8.325565999E-1
7.711428433E1,-2.230956893E-1,8.384304982E-1,2.233168602E-2,8.678917508E-1
7.712431733E1,-1.713707811E-1,8.927321282E-1,8.756263912E-2,9.132391872E-1
7.713435133E1,-2.460049340E-1,9.060140786E-1,7.153132796E-2,9.415395207E-1
7.714438533E1,-3.603983992E-1,9.354317129E-1,3.377702594E-2,1.003025614E0
7.715441933E1,-5.355296709E-1,9.870734444E-1,-9.415186644E-3,1.123029233E0
7.716445233E1,-7.594205815E-1,9.837381926E-1,4.364888012E-2,1.243529524E0
7.717448633E1,-8.314196867E-1,9.574409249E-1,2.922982174E-1,1.301303219E0
7.718452033E1,-7.007382175E-1,9.240457222E-1,6.709878767E-1,1.339820614E0
7.719455433E1,-3.815736522E-1,8.411339584E-1,1.140042161E0,1.467242624E0
7.720458733E1,-7.371877134E-2,7.012238288E-1,1.461269478E0,1.622485070E0
7.721462133E1,5.595609963E-2,5.745418552E-1,1.458433578E0,1.568520937E0
7.722465533E1,-2.047110200E-3,6.061071718E-1,1.110987346E0,1.265568243E0
7.723468933E1,-1.187815082E-1,6.980142921E-1,8.148229498E-1,1.079476465E0
7.724472233E1,-9.098135993E-2,6.239350399E-1,8.410909814E-1,1.051192932E0
7.725475633E1,7.165119588E-2,4.734543139E-1,1.027338833E0,1.133453995E0
7.726479033E1,3.360172641E-1,3.617160693E-1,1.207485116E0,1.304517697E0
7.727482433E1,6.064300843E-1,1.499606162E-1,1.073006757E0,1.241607480E0
7.728485733E1,7.001068644E-1,4.595911503E-3,6.798487473E-1,9.758919321E-1
7.729489133E1,6.511086591E-1,3.655006796E-2,1.201503414E-1,6.631097178E-1
7.730492533E1,4.877380385E-1,1.368461886E-1,-4.345498645E-1,6.674195519E-1
7.731495933E1,3.070027953E-1,4.139445689E-1,-1.039806851E0,1.160516743E0
7.732499233E1,2.439410131E-1,6.058262131E-1,-1.662613671E0,1.786285766E0
7.733502633E1,3.636191918E-1,6.734828836E-1,-1.958268775E0,2.102525792E0
7.734506033E1,7.570409109E-1,7.025148940E-1,-1.447426779E0,1.778112032E0
7.735509433E1,1.147472656E0,4.098880631E-1,-9.016406536E-4,1.218483703E0
7.736512733E1,1.401937049E0,-2.401904628E-1,1.588227732E0,2.132038057E0
7.737516133E1,1.621521047E0,-1.143024533E0,3.693782607E0,4.192835024E0
7.738519533E1,1.827414667E0,-1.903785004E0,5.262336797E0,5.886937257E0
7.739522933E1,1.494459882E0,-2.135133600E0,5.212731358E0,5.827930511E0
7.740526233E1,7.300570339E-1,-1.910375693E0,3.530216689E0,4.079822108E0
7.741529633E1,1.634062886E-2,-1.381755238E0,1.276375841E0,1.881129938E0
7.742533033E1,-4.335445820E-1,-1.017510541E0,-6.334399813E-1,1.274572405E0
7.743536433E1,-7.725233147E-1,-6.908444363E-1,-2.003865362E0,2.255999711E0
7.744539733E1,-9.617355587E-1,-3.723737893E-1,-2.905467424E0,3.083072895E0
7.745543133E1,-9.068398516E-1,-9.346744984E-2,-3.237197510E0,3.363114985E0
7.746546533E1,-6.261014333E-1,1.155386424E-1,-3.121064790E0,3.185341051E0
7.747549933E1,-1.776736410E-1,1.595731464E-1,-2.634221522E0,2.645024488E0
7.748553233E1,2.760604995E-1,1.027899581E-1,-1.999055443E0,2.020642927E0
7.749556633E1,5.629373248E-1,7.872077197E-2,-1.321747895E0,1.438788689E0
7.750560033E1,7.544441624E-1,2.546754777E-2,-8.559218591E-1,1.141243541E0
7.751563433E1,8.460814337E-1,-1.657977998E-3,-6.775350040E-1,1.083932758E0
7.752566733E1,8.603910322E-1,2.891565084E-2,-5.258272398E-1,1.008763168E0
7.753570133E1,8.590961663E-1,-1.846989244E-2,-2.412871081E-1,8.925283348E-1
7.754573533E1,7.783686300E-1,-1.360392728E-1,1.279622215E-1,8.004615781E-1
7.755576933E1,5.965708016E-1,-3.733736631E-1,4.866520643E-1,8.556487862E-1
7.756580233E1,3.387350500E-1,-6.148768258E-1,7.168785793E-1,1.003359279E0
7.757583633E1,2.990368411E-2,-8.107065099E-1,7.051537424E-1,1.074886541E0
7.758587033E1,-2.833234723E-1,-8.364617407E-1,2.969566941E-1,9.317315664E-1
7.759590433E1,-5.846864820E-1,-7.183435991E-1,-2.638912743E-1,9.630754972E-1
7.760593733E1,-6.941918211E-1,-5.556240660E-1,-6.884868389E-1,1.124559698E0
7.761597133E1,-5.204938482E-1,-3.136914253E-1,-1.006699916E0,1.175908533E0
7.762600533E1,-2.293030934E-1,-6.135044843E-2,-1.348259171E0,1.368994733E0
7.763603933E1,1.504172838E-1,2.166793934E-1,-1.647799165E0,1.668777219E0
7.764607233E1,4.849119329E-1,4.732636946E-1,-1.732843993E0,1.860609151E0
7.765610633E1,8.306434688E-1,6.188748595E-1,-1.651459522E0,1.949434076E0
7.766614033E1,1.112726016E0,6.530053496E-1,-1.466400409E0,1.953178265E0
7.767617333E1,1.195695667E0,6.492233706E-1,-1.255024733E0,1.851017610E0
7.768620733E1,1.115247627E0,6.296565405E-1,-1.111857412E0,1.696016372E0
7.769624133E1,9.953935938E-1,6.267446271E-1,-1.010070251E0,1.550438372E0
7.770627533E1,7.720616770E-1,6.080648196E-1,-8.839721221E-1,1.321827814E0
7.771630933E1,4.518375961E-1,5.230056658E-1,-7.660296893E-1,1.031743003E0
7.772634233E1,1.563907993E-1,4.630524096E-1,-7.146999067E-1,8.658357655E-1
7.773637633E1,-3.280492634E-2,4.321545526E-1,-7.125861382E-1,8.340340071E-1
7.774641033E1,-8.887402341E-2,4.946188956E-1,-6.220607150E-1,7.996911761E-1
7.775644433E1,-8.879070058E-2,5.709642363E-1,-6.161912799E-1,8.447340653E-1
7.776647733E1,3.930936903E-3,6.593703362E-1,-5.342396289E-1,8.486440206E-1
7.777651133E1,3.024793893E-2,7.770394117E-1,-4.638508469E-1,9.054627509E-1
7.778654533E1,-1.500293210E-2,9.073405194E-1,-3.541576660E-1,9.741250220E-1
7.779657933E1,7.087015405E-2,1.001378658E0,-2.451024163E-1,1.033371661E0
7.780661233E1,1.532615156E-1,1.112047739E0,-2.041052485E-1,1.140963723E0
7.781664633E1,9.194074184E-2,1.209801198E0,-1.171945739E-1,1.218936670E0
7.782668033E1,4.695167989E-2,1.183860025E0,3.350396097E-2,1.185264331E0
7.783671433E1,-4.112098262E-2,1.192881110E0,1.880862164E-1,1.208318129E0
7.784674733E1,-8.466227397E-2,1.156031957E0,3.588097107E-1,1.213392762E0
7.785678133E1,3.882405013E-2,1.052675111E0,5.209565091E-1,1.175171426E0
