"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.265983554E1,3.646726262E0,-2.488219471E0,-2.954974630E0,5.312412223E0
6.266982554E1,4.353775671E0,-2.704168255E0,-3.379205328E0,6.138967112E0
6.267981454E1,4.800097443E0,-3.016087389E0,-3.227367171E0,6.523313380E0
6.268980454E1,4.849464608E0,-2.906367311E0,-2.243783783E0,6.082667473E0
6.269979454E1,4.545785370E0,-2.554411122E0,-1.299707401E0,5.373864544E0
6.270978354E1,3.799555814E0,-2.361654149E0,-1.522390423E0,4.725643586E0
6.271977354E1,2.734750654E0,-1.814052463E0,-3.022549732E0,4.461552909E0
6.272976254E1,1.572740212E0,-1.578340091E0,-4.724195321E0,5.223283512E0
6.273975254E1,3.753190318E-1,-2.106182866E0,-5.279753314E0,5.696724119E0
6.274974154E1,-1.326493496E0,-2.282506238E0,-3.176234440E0,4.130119240E0
6.275973154E1,-2.899815798E0,-1.994466548E0,9.473272884E-1,3.644757532E0
6.276972054E1,-3.524507175E0,-1.725248460E0,5.953539083E0,7.130446037E0
6.277971054E1,-3.115757565E0,-1.699114915E0,7.557097045E0,8.348931216E0
6.278970054E1,-1.525873317E0,-2.255451171E0,6.015424844E0,6.603081509E0
6.279968954E1,5.670187544E-1,-1.513450615E0,2.730943240E0,3.173341143E0
6.280967954E1,1.906490511E0,-1.771989348E0,2.803793700E0,3.825690974E0
6.281966854E1,2.767612883E0,-3.094179293E0,3.761672873E0,5.602125434E0
6.282965854E1,3.539176085E0,-3.435694109E0,2.985991770E0,5.765926485E0
6.283964754E1,3.199368364E0,-3.463707535E0,3.581080449E0,5.920926025E0
6.284963754E1,1.813780275E0,-3.392601299E0,3.285568017E0,5.059100677E0
6.285962654E1,2.831259826E-1,-3.381529596E0,3.545221814E0,4.907494314E0
6.286961654E1,-1.025075376E0,-3.439057428E0,3.028938400E0,4.695994394E0
6.287960554E1,-2.204605538E0,-2.823552026E0,3.372435714E0,4.919964865E0
6.288959554E1,-3.103627809E0,-1.436626387E0,3.850605808E0,5.150103498E0
6.289958454E1,-3.632257034E0,-4.367402315E-2,3.993856744E0,5.398711909E0
6.290957454E1,-3.641437163E0,9.138613343E-1,3.753997818E0,5.309209618E0
6.291956454E1,-3.314456770E0,1.509642323E0,3.487356891E0,5.042449971E0
6.292955354E1,-3.106668361E0,1.999900365E0,3.284676024E0,4.943691572E0
6.293954354E1,-3.204986661E0,2.598167590E0,3.234373597E0,5.242479079E0
6.294953254E1,-3.497574900E0,3.008045713E0,3.192515427E0,5.610126910E0
6.295952254E1,-3.677444024E0,2.941191573E0,3.235796225E0,5.713543527E0
6.296951154E1,-3.826552117E0,2.858710164E0,3.272827226E0,5.790174691E0
6.297950154E1,-4.136413616E0,2.843827831E0,3.537771292E0,6.141099254E0
6.298949054E1,-4.588489047E0,2.930744938E0,3.756524985E0,6.614754537E0
6.299948054E1,-5.035043246E0,3.128029994E0,3.602351742E0,6.936365778E0
6.300947054E1,-5.405527507E0,3.474554120E0,3.218096995E0,7.186682283E0
6.301945954E1,-5.712997495E0,3.896796765E0,2.775636140E0,7.451679098E0
6.302944954E1,-5.873027601E0,4.427909303E0,2.255899360E0,7.693368308E0
6.303943854E1,-5.938698850E0,5.026106361E0,1.678930034E0,7.959189358E0
6.304942854E1,-5.940231990E0,5.475343262E0,8.890820038E-1,8.127496954E0
6.305941754E1,-5.793486757E0,5.561637055E0,2.661681801E-2,8.031002677E0
6.306940754E1,-5.208848222E0,5.193470045E0,-7.184333539E-1,7.390560019E0
6.307939654E1,-3.986869029E0,4.425035981E0,-1.303246136E0,6.097090993E0
6.308938654E1,-2.092956171E0,2.892647404E0,-1.550563770E0,3.892572741E0
6.309937654E1,-4.123276676E-1,7.500726378E-1,-1.394285968E0,1.636049030E0
6.310936554E1,8.769304664E-1,-1.466248382E0,-1.559389118E0,2.313133326E0
6.311935554E1,1.939169722E0,-3.418290457E0,-2.811457061E0,4.832119582E0
6.312934454E1,2.893968875E0,-4.633139555E0,-4.881509688E0,7.325993095E0
6.313933454E1,4.273602743E0,-5.335919328E0,-6.498438771E0,9.432148321E0
6.314932354E1,5.657057768E0,-5.868956185E0,-6.389015146E0,1.035695244E1
6.315931354E1,6.557887412E0,-5.622472656E0,-4.146754124E0,9.581944263E0
6.316930254E1,6.944436899E0,-3.988786331E0,-6.943239681E-1,8.038513918E0
6.317929254E1,6.875954894E0,-1.776381192E0,1.869415363E0,7.343636677E0
6.318928154E1,6.765203367E0,-1.965564930E-1,1.450142226E0,6.921670573E0
6.319927154E1,6.828958483E0,9.546105802E-1,-9.794144690E-1,6.964568043E0
6.320926154E1,5.779781469E0,1.100655316E0,-1.994214241E0,6.212423552E0
6.321925054E1,3.170617604E0,-1.773109674E-1,-1.392060518E0,3.467288228E0
6.322924054E1,5.088637362E-1,9.945061326E-2,3.738654140E-1,6.392245883E-1
6.323922954E1,-1.821699013E0,1.221570473E0,1.871888881E0,2.883537706E0
6.324921954E1,-3.553299742E0,1.255237572E0,3.117598561E0,4.890908015E0
6.325920854E1,-4.798471917E0,-6.312373352E-1,3.350210155E0,5.886229812E0
6.326919854E1,-5.253704553E0,-4.506188318E0,1.550489802E0,7.093036254E0
6.327918754E1,-4.020942216E0,-9.064940180E0,-1.706708547E0,1.006250321E1
6.328917754E1,-1.558863892E0,-1.114622209E1,-6.080640010E0,1.279228308E1
6.329916654E1,1.469513175E0,-7.539434946E0,-8.266756067E0,1.128458259E1
6.330915654E1,2.541701321E0,2.973373479E-1,-4.245705385E0,4.957284471E0
6.331914654E1,2.950843426E-1,5.334304912E0,1.486680454E0,5.545457820E0
6.332913554E1,-3.445932291E0,8.060111373E0,5.671513839E0,1.044058973E1
6.333912554E1,-6.628953302E0,8.772605125E0,6.818923491E0,1.293828969E1
6.334911454E1,-8.079762695E0,7.395796339E0,5.757267934E0,1.237442939E1
6.335910454E1,-8.363476616E0,4.182779989E0,4.989933146E0,1.059918970E1
6.336909354E1,-7.363213899E0,8.687331086E-1,5.157700288E0,9.031804272E0
6.337908354E1,-4.818467348E0,-1.338991334E0,6.142032266E0,7.920548323E0
6.338907254E1,-1.385197494E0,-2.314367132E0,5.711343902E0,6.316210612E0
6.339906254E1,1.098275499E0,-3.255339081E0,4.605744181E0,5.745983037E0
6.340905154E1,2.900112252E0,-4.371059164E0,4.248514388E0,6.750309903E0
6.341904154E1,4.240905406E0,-3.771296221E0,3.223010995E0,6.526542249E0
6.342903154E1,4.333273579E0,-1.185939880E0,1.745309672E0,4.819732271E0
6.343902054E1,3.096988003E0,5.278369278E-1,2.157681048E-1,3.149047854E0
6.344901054E1,8.996663412E-1,7.039421993E-1,-4.414063096E-1,1.224652471E0
6.345899954E1,-1.420507368E0,4.510799432E-1,-8.244702709E-1,1.703251457E0
6.346898954E1,-3.029998207E0,1.460207623E-1,-1.723132353E0,3.488752829E0
6.347897854E1,-3.519879397E0,2.202342081E-1,-1.568131437E0,3.859674892E0
6.348896854E1,-3.250238555E0,4.378278136E-1,-1.110699663E0,3.462570952E0
6.349895754E1,-2.450107027E0,5.436068684E-1,-1.084008293E0,2.733789833E0
6.350894754E1,-1.364553899E0,4.360800809E-1,-1.277308472E0,1.919294171E0
6.351893754E1,-2.587094718E-1,1.972242451E-1,-1.425830088E0,1.462470319E0
6.352892654E1,7.322438926E-1,5.087896228E-2,-9.019979185E-1,1.162914456E0
6.353891654E1,1.206548976E0,-8.354560196E-2,-1.499360762E-1,1.218696487E0
6.354890554E1,1.169998031E0,-1.742750931E-1,5.214219475E-1,1.292728915E0
6.355889554E1,8.999259576E-1,-3.698597789E-2,9.959299296E-1,1.342799731E0
6.356888454E1,5.127037489E-1,2.443586504E-1,1.119512587E0,1.255342470E0
6.357887454E1,1.838902545E-1,5.089662087E-1,1.192906253E0,1.309918912E0
6.358886354E1,3.421997080E-2,7.338039297E-1,1.123252466E0,1.342138337E0
6.359885354E1,1.437023048E-1,7.058811361E-1,9.036106537E-1,1.155608387E0
6.360884254E1,2.475822204E-1,8.175980383E-1,6.723432612E-1,1.087110376E0
6.361883254E1,3.608094950E-1,5.853173965E-1,2.856124379E-1,7.445498043E-1
6.362882254E1,4.338838667E-1,1.953022653E-1,1.963132489E-1,5.147203865E-1
6.363881154E1,4.643522456E-1,1.428726214E-1,6.281488359E-2,4.898788662E-1
6.364880154E1,6.476942506E-1,1.750714839E-1,-5.659980498E-2,6.733211749E-1
6.365879054E1,9.992575800E-1,3.374252737E-2,-3.958377886E-1,1.075333355E0
6.366878054E1,1.431118310E0,8.241124213E-2,-1.202023816E0,1.870762541E0
6.367876954E1,1.937345391E0,5.306833524E-1,-2.251096604E0,3.017013076E0
6.368875954E1,2.443700818E0,9.523547244E-1,-3.157384771E0,4.104598859E0
6.369874854E1,2.873535195E0,6.826121414E-1,-3.457624092E0,4.547342984E0
6.370873854E1,2.919395492E0,-3.786598384E-2,-3.263619323E0,4.378985609E0
6.371872754E1,2.554096541E0,-5.817663825E-1,-2.569444898E0,3.669319876E0
6.372871754E1,2.325199099E0,-9.534961009E-1,-1.286552920E0,2.823282501E0
6.373870754E1,2.450807523E0,-1.219440917E0,-3.535454625E-1,2.760160876E0
6.374869654E1,2.744048312E0,-1.488445582E0,-9.453427434E-2,3.123172765E0
6.375868654E1,3.175584229E0,-1.745142442E0,5.344588995E-2,3.623908636E0
6.376867554E1,3.736194801E0,-1.941089655E0,9.867629573E-2,4.211498267E0
6.377866554E1,4.197536607E0,-2.117741641E0,-4.590761568E-1,4.723864324E0
6.378865454E1,4.286750500E0,-2.336796466E0,-1.276349821E0,5.046376565E0
6.379864454E1,3.856683696E0,-2.548711841E0,-1.883410381E0,4.991710713E0
6.380863354E1,3.267636068E0,-2.607074069E0,-2.468924829E0,4.854881099E0
6.381862354E1,2.875647209E0,-2.228814180E0,-3.324896974E0,4.928681305E0
6.382861354E1,2.872452583E0,-1.686868506E0,-3.767739944E0,5.029152363E0
6.383860254E1,3.142402157E0,-1.785392336E0,-3.620516410E0,5.115706812E0
6.384859254E1,3.398816012E0,-2.332706339E0,-3.709379470E0,5.545535610E0
6.385858154E1,3.659973421E0,-2.699454229E0,-3.809684361E0,5.932634618E0
6.386857154E1,3.695269554E0,-2.555182369E0,-3.502802019E0,5.696805771E0
6.387856054E1,3.305612564E0,-2.243395382E0,-2.554423401E0,4.741832576E0
6.388855054E1,2.681281668E0,-1.499129030E0,-2.495705661E0,3.957929506E0
6.389853954E1,1.671171363E0,-1.449176266E0,-3.271007280E0,3.948723111E0
6.390852954E1,3.288170028E-1,-2.074400910E0,-3.894847888E0,4.425053652E0
6.391851854E1,-1.339008291E0,-2.601948400E0,-3.150491488E0,4.299845962E0
6.392850854E1,-2.979638186E0,-2.920101836E0,-1.684301432E-1,4.175357130E0
6.393849854E1,-4.181119088E0,-3.305212907E0,3.685864600E0,6.480107023E0
6.394848754E1,-4.387741562E0,-3.692304431E0,6.265851735E0,8.493896985E0
6.395847754E1,-3.519425068E0,-3.399373544E0,6.346801758E0,8.013986889E0
6.396846654E1,-1.504337144E0,-2.363457431E0,3.659286958E0,4.608616095E0
6.397845654E1,9.583468048E-1,-2.659697256E0,2.515810143E0,3.784404678E0
6.398844554E1,2.681856157E0,-2.687788450E0,3.178579173E0,4.951759763E0
6.399843554E1,3.741422796E0,-2.448035066E0,3.714053149E0,5.812513314E0
6.400842454E1,4.139904403E0,-1.960207711E0,4.117095877E0,6.158871747E0
6.401841454E1,3.076919482E0,-1.522232548E0,4.559925106E0,5.707673992E0
6.402840454E1,1.420463514E0,-2.088916038E0,3.512740531E0,4.326734663E0
6.403839354E1,1.195625500E-1,-2.654079251E0,2.415371496E0,3.590605985E0
6.404838354E1,-1.014278200E0,-2.311495564E0,2.690422913E0,3.689193334E0
6.405837254E1,-1.899253704E0,-1.502981760E0,4.175304909E0,4.826933797E0
6.406836254E1,-2.449754732E0,-3.013596475E-1,5.261435741E0,5.811610959E0
6.407835154E1,-2.627313037E0,7.848027599E-1,5.198784580E0,5.877588814E0
6.408834154E1,-2.558343666E0,1.391757193E0,4.884261680E0,5.686661812E0
6.409833054E1,-2.548575893E0,1.543730421E0,4.656982454E0,5.528637108E0
6.410832054E1,-2.630096312E0,1.796226057E0,4.412536973E0,5.441903820E0
6.411831054E1,-2.905119515E0,2.034090790E0,4.257910571E0,5.541393973E0
6.412829954E1,-3.137957981E0,1.946091948E0,4.454492207E0,5.785892756E0
6.413828954E1,-3.267926382E0,1.789142740E0,4.316110832E0,5.701682848E0
6.414827854E1,-3.517191432E0,1.715440341E0,4.073028044E0,5.648267750E0
6.415826854E1,-3.771819254E0,1.642014515E0,4.000371127E0,5.738100845E0
6.416825754E1,-4.011512704E0,1.681049357E0,3.881760065E0,5.829770349E0
6.417824754E1,-4.280109817E0,1.928962530E0,3.639595875E0,5.940277318E0
6.418823654E1,-4.574413630E0,2.487137151E0,3.189757880E0,6.106199030E0
6.419822654E1,-4.774722866E0,3.051564785E0,2.943130510E0,6.385298997E0
6.420821654E1,-4.810982620E0,3.645057174E0,2.465482281E0,6.520015218E0
6.421820554E1,-4.545571069E0,4.316089489E0,1.978164803E0,6.572973514E0
6.422819554E1,-4.282165406E0,4.677814037E0,1.504440933E0,6.517839155E0
6.423818454E1,-4.106212454E0,4.885561516E0,1.128128751E0,6.480923278E0
6.424817454E1,-3.753475077E0,4.637792185E0,7.693851140E-1,6.015782988E0
6.425816454E1,-2.858958671E0,3.905678101E0,5.011739168E-1,4.866121803E0
6.426815354E1,-1.677867595E0,3.009847240E0,1.557359111E-1,3.449445426E0
6.427814354E1,-3.754614115E-1,1.772839533E0,2.301352984E-1,1.826716600E0
6.428813242E1,4.258163171E-1,2.991458917E-1,3.598882297E-1,6.327142627E-1
6.429812242E1,5.488676083E-1,-1.582778712E0,-4.779294804E-1,1.742085156E0
6.430811142E1,3.474886242E-1,-3.404456529E0,-2.662547774E0,4.335923575E0
6.431810142E1,7.178039011E-1,-5.096720261E0,-5.219892443E0,7.330694168E0
6.432809142E1,1.872699744E0,-6.411321689E0,-6.520728357E0,9.334449552E0
6.433808042E1,2.969492682E0,-6.707115372E0,-5.657882810E0,9.263634346E0
6.434807042E1,3.324940243E0,-5.737511947E0,-3.886616470E0,7.686355348E0
6.435805942E1,3.165381423E0,-4.104112719E0,-2.197153116E0,5.629463791E0
6.436804942E1,2.756768637E0,-2.217473506E0,-7.865700808E-1,3.624314357E0
6.437803842E1,2.810130912E0,-1.295748836E-1,-1.236735812E-1,2.815833899E0
6.438802842E1,4.090722011E0,2.323863595E0,-5.078072906E-1,4.732041507E0
6.439801842E1,5.659370341E0,4.428434967E0,-6.914089850E-1,7.219248943E0
6.440800742E1,5.179546655E0,4.744955860E0,7.576433203E-1,7.065149190E0
6.441799742E1,2.910255709E0,2.185086948E0,1.324725298E0,3.872865913E0
6.442798642E1,9.040885904E-1,-1.802152795E-1,1.209175107E0,1.520512468E0
6.443797642E1,-6.934495170E-1,-1.794621581E0,1.671010273E0,2.548296329E0
6.444796642E1,-2.086643079E0,-2.814992872E0,2.487997277E0,4.297487016E0
6.445795542E1,-3.036601176E0,-3.449339172E0,2.438397831E0,5.202371710E0
6.446794542E1,-2.768175386E0,-4.170499082E0,7.769464409E-1,5.065521033E0
6.447793442E1,-7.016147152E-1,-5.504519699E0,-2.226896878E0,5.979219851E0
6.448792442E1,2.259529312E0,-6.693974925E0,-7.060522256E0,9.988280509E0
6.449791442E1,3.812804435E0,-6.840656422E0,-1.057195301E1,1.315668075E1
6.450790342E1,3.199858945E0,-4.804550682E0,-9.277187676E0,1.092652807E1
6.451789342E1,-1.750545269E-1,1.112652633E0,-5.087759403E0,5.210943841E0
6.452788242E1,-5.049375356E0,6.631413810E0,4.084303522E-1,8.344977889E0
6.453787242E1,-8.643640691E0,8.706362019E0,4.876866707E0,1.320216243E1
6.454786242E1,-9.496703262E0,8.885234778E0,7.108648349E0,1.482118927E1
6.455785142E1,-8.671866370E0,6.371806791E0,6.991603464E0,1.283291499E1
6.456784142E1,-6.130205687E0,2.270135869E0,6.154271657E0,8.978195713E0
6.457783042E1,-1.914269208E0,-5.744462532E-1,6.833300625E0,7.119579519E0
6.458782042E1,1.944148918E0,-1.995218500E0,8.046236515E0,8.514841979E0
6.459781042E1,4.316634158E0,-4.653098441E0,8.328921325E0,1.047165632E1
6.460779942E1,6.101315764E0,-7.673800453E0,5.790362005E0,1.138602475E1
6.461778942E1,6.474024891E0,-6.043059955E0,2.268394568E0,9.142055886E0
6.462777842E1,4.763229286E0,-6.727812177E-1,-3.919049513E-1,4.826445617E0
6.463776842E1,1.555715605E0,2.204233655E0,-2.314317430E0,3.554569203E0
6.464775842E1,-2.688017076E0,1.566743308E0,-2.661532112E0,4.094370962E0
6.465774742E1,-4.897224373E0,1.217044728E0,-1.509033043E0,5.266990142E0
6.466773742E1,-5.496285065E0,1.355262966E0,-1.849731223E-1,5.663929932E0
6.467772742E1,-5.584402605E0,1.330612274E0,1.291254666E0,5.884166898E0
6.468771642E1,-5.242542803E0,1.262893331E0,2.419727526E0,5.910519089E0
6.469770642E1,-4.551301925E0,1.319351122E0,2.815767628E0,5.512130616E0
6.470769542E1,-3.465523972E0,1.044319732E0,2.026448479E0,4.148126510E0
6.471768542E1,-2.075466857E0,5.100742561E-1,6.831033075E-1,2.243739858E0
6.472767542E1,-6.947915261E-1,-7.805799007E-2,-3.366031551E-1,7.759703594E-1
6.473766442E1,5.220805267E-1,-2.428471452E-1,-6.779121494E-1,8.894423504E-1
6.474765442E1,1.268873278E0,1.275283581E-1,-4.951562548E-1,1.368021416E0
6.475764442E1,1.535324756E0,4.270525646E-1,-8.516118765E-2,1.595884842E0
6.476763342E1,1.511590908E0,4.805966878E-1,1.185259940E-1,1.590574946E0
6.477762342E1,1.439061168E0,5.128282946E-1,3.244625813E-1,1.561782914E0
6.478761242E1,1.453527764E0,6.273419201E-1,2.321145809E-1,1.600055632E0
6.479760242E1,1.557701758E0,7.458129412E-1,-7.587347031E-3,1.727057984E0
6.480759242E1,1.705614095E0,6.572615379E-1,-2.857019734E-1,1.850064266E0
6.481758142E1,1.898864572E0,3.947402662E-1,-4.556817384E-1,1.992273171E0
6.482757142E1,1.987016318E0,1.340275383E-1,-7.804120126E-1,2.138981098E0
6.483756142E1,1.853891882E0,1.065117109E-1,-1.092985523E0,2.154733675E0
6.484755042E1,1.547141102E0,8.464429379E-3,-1.406342488E0,2.090817168E0
6.485754042E1,1.119661398E0,5.017378807E-2,-1.775943820E0,2.100032263E0
6.486752942E1,7.349736652E-1,3.578379035E-1,-2.261053973E0,2.404287696E0
6.487751942E1,5.916591039E-1,6.880061978E-1,-2.789820024E0,2.933685189E0
6.488750942E1,8.525845608E-1,5.171564037E-1,-3.081484403E0,3.238811094E0
6.489749842E1,1.789503074E0,2.977466530E-1,-2.684949626E0,3.240359366E0
6.490748842E1,3.476207128E0,4.050798976E-1,-1.373942481E0,3.759763777E0
6.491747842E1,5.111994942E0,3.807034403E-1,3.668999183E-1,5.139264826E0
6.492746742E1,5.923757460E0,1.236487305E-1,1.571840910E0,6.129997985E0
6.493745742E1,6.105847356E0,-1.501997674E-1,1.993346221E0,6.424745992E0
6.494744742E1,5.901355022E0,-2.795238054E-1,1.927242279E0,6.214369434E0
6.495743642E1,5.299379493E0,-1.245047629E-2,1.634714851E0,5.545797568E0
6.496742642E1,4.119571296E0,3.638599509E-1,9.303786222E-1,4.238969934E0
6.497741542E1,2.501204383E0,6.470300800E-1,-1.684927815E-1,2.589027058E0
6.498740542E1,9.917819148E-1,5.440214360E-1,-1.040944135E0,1.537255795E0
6.499739542E1,-4.712405580E-1,-1.132231450E-1,-1.891402940E0,1.952509213E0
6.500738442E1,-1.562309364E0,-1.381539769E0,-2.749347936E0,3.450851598E0
6.501737442E1,-1.713653432E0,-3.501830796E0,-3.267380252E0,5.086767217E0
6.502736442E1,-1.387548075E0,-5.509307984E0,-3.868865785E0,6.873564329E0
6.503735342E1,-9.478886211E-1,-6.596260934E0,-4.094546674E0,7.821410590E0
6.504734342E1,-1.839045802E-1,-6.750553753E0,-3.734101498E0,7.716690408E0
6.505733342E1,9.169688371E-1,-6.581441751E0,-2.953043879E0,7.271634997E0
6.506732242E1,1.502938491E0,-6.242003866E0,-2.226360104E0,6.795448159E0
6.507731242E1,1.212901684E0,-4.894715917E0,-2.756333604E0,5.746890406E0
6.508730242E1,4.948440135E-1,-3.136399114E0,-4.321143823E0,5.362289990E0
6.509729142E1,-4.045188208E-1,-1.803708739E0,-5.454254694E0,5.758983848E0
6.510728142E1,-1.468972892E0,-7.894588977E-1,-5.182623460E0,5.444328484E0
6.511727042E1,-2.636094385E0,8.259484470E-2,-4.072168211E0,4.851635750E0
6.512726042E1,-3.753860116E0,6.037571758E-1,-3.224252944E0,4.985157525E0
6.513725042E1,-4.722555470E0,2.353258717E-1,-2.702358541E0,5.446159208E0
6.514723942E1,-5.372522314E0,-7.963498414E-1,-1.895808817E0,5.752587257E0
6.515722942E1,-5.373278359E0,-2.035048563E0,-6.344721611E-1,5.780665870E0
6.516721942E1,-4.871681396E0,-3.012840430E0,3.925107960E-1,5.741476448E0
6.517720842E1,-4.472784344E0,-3.281041102E0,8.869195573E-1,5.617620208E0
6.518719842E1,-4.187851572E0,-3.178848145E0,1.867619390E0,5.579532104E0
6.519718742E1,-3.332645704E0,-3.058693711E0,3.799782686E0,5.907663080E0
6.520717742E1,-2.049323517E0,-2.554385979E0,3.679503121E0,4.925784996E0
6.521716742E1,-1.605203661E0,-1.907928341E0,2.481874073E0,3.518034716E0
6.522715642E1,-1.904417965E0,-1.421911284E0,1.820554275E0,2.993836561E0
6.523714642E1,-2.155263078E0,-1.249882692E0,2.588107456E0,3.592445669E0
6.524713642E1,-2.254611950E0,-1.179404447E0,3.210686234E0,4.096678653E0
6.525712542E1,-2.406850203E0,-9.035333973E-1,2.520402254E0,3.600239995E0
6.526711542E1,-2.178957165E0,-1.875821865E-1,2.505214988E0,3.325529062E0
6.527710542E1,-1.898352502E0,5.038539881E-1,2.727223241E0,3.360856687E0
6.528709442E1,-2.001675434E0,1.013707219E0,2.860207636E0,3.635257156E0
6.529708442E1,-2.286246848E0,1.364616757E0,3.172075023E0,4.141396322E0
6.530707442E1,-2.622117786E0,1.607597803E0,3.490345987E0,4.652137949E0
6.531706342E1,-3.065132664E0,1.801382716E0,3.389495843E0,4.912097313E0
6.532705342E1,-3.445431477E0,2.134761132E0,3.035887231E0,5.064070935E0
6.533704242E1,-3.824564063E0,2.454463495E0,2.719307573E0,5.295877170E0
6.534703242E1,-4.103315159E0,2.593453565E0,2.695464090E0,5.552361961E0
6.535702242E1,-4.295283342E0,2.602861735E0,2.607563481E0,5.658951803E0
6.536701142E1,-4.539315718E0,2.553163911E0,2.369819201E0,5.721894458E0
6.537700142E1,-4.815460417E0,2.518095235E0,2.180001332E0,5.855072028E0
6.538699142E1,-4.926783802E0,2.483380900E0,2.190188936E0,5.936101995E0
6.539698042E1,-4.808563919E0,2.643938425E0,2.267317803E0,5.937459674E0
6.540697042E1,-4.514086152E0,3.016717719E0,2.198055487E0,5.857389137E0
6.541696042E1,-4.120032933E0,3.564574928E0,1.952830572E0,5.787435791E0
6.542694942E1,-3.745786573E0,4.141974610E0,1.625471280E0,5.816272656E0
6.543693942E1,-3.498355796E0,4.659052076E0,1.426566253E0,5.998362343E0
6.544692842E1,-3.305145664E0,4.900297669E0,1.337443869E0,6.060170064E0
6.545691842E1,-3.061724907E0,4.853249218E0,1.221544746E0,5.866886648E0
6.546690842E1,-2.714380125E0,4.672476699E0,1.001051506E0,5.495634820E0
6.547689742E1,-2.262893800E0,4.237950808E0,7.067944711E-1,4.855973005E0
6.548688742E1,-1.636540205E0,3.510577061E0,3.473177393E-1,3.888835913E0
6.549687742E1,-7.267943607E-1,2.526350918E0,-2.963554542E-1,2.645468874E0
6.550686642E1,5.043872541E-1,1.175819519E0,-1.028833966E0,1.641784814E0
6.551685642E1,2.274954559E0,-1.033919874E0,-2.005846399E0,3.204345226E0
6.552684642E1,4.986590878E0,-4.863517513E0,-4.550967464E0,8.320528592E0
6.553683542E1,8.704203812E0,-9.690052557E0,-7.174222534E0,1.487043212E1
6.554682542E1,1.153844747E1,-1.265752620E1,-8.340198265E0,1.905013508E1
6.555681442E1,1.204475788E1,-1.141173246E1,-6.985523529E0,1.800281559E1
6.556680442E1,1.040009282E1,-5.810220904E0,-4.112993470E0,1.260306760E1
6.557679442E1,7.234045397E0,-6.154200321E-1,-2.027009811E0,7.537832805E0
6.558678342E1,3.159502047E0,5.718834186E-1,-2.340406391E0,3.973286537E0
6.559677342E1,1.008597191E-1,9.141028243E-1,-2.322744291E0,2.498178877E0
6.560676342E1,-2.146540348E0,1.366673223E0,-1.985664150E0,3.227738106E0
6.561675242E1,-3.570954533E0,1.366822327E0,-1.444568660E0,4.087382801E0
6.562674242E1,-3.830651892E0,3.924464035E-1,-1.123568362E0,4.011273359E0
6.563673242E1,-3.307189851E0,-1.589873139E0,-4.759097059E-1,3.700228554E0
6.564672142E1,-2.661073691E0,-4.302611657E0,2.506748128E-1,5.065236236E0
6.565671142E1,-1.738562278E0,-6.890374712E0,-3.592989765E-2,7.106416356E0
6.566670042E1,-3.837058394E-1,-7.482594162E0,-1.425141871E0,7.626760447E0
6.567669042E1,8.058106363E-1,-4.279974747E0,-1.767841333E0,4.700295479E0
6.568668042E1,4.310040399E-1,8.805684578E-1,-1.116035759E0,1.485496923E0
6.569666942E1,-1.458400834E0,4.641829687E0,1.036071796E0,4.974631705E0
6.570665942E1,-3.801454405E0,6.290145162E0,3.483393356E0,8.133327180E0
6.571664942E1,-5.634505641E0,6.228785065E0,4.142898470E0,9.365309656E0
6.572663842E1,-6.330573980E0,5.669581334E0,4.271500962E0,9.511363724E0
6.573662842E1,-6.562752296E0,3.761660010E0,1.191705819E0,7.657673699E0
6.574661742E1,-6.040746796E0,2.089366858E0,-7.534499896E-1,6.436129474E0
6.575660742E1,-4.706396397E0,1.244457645E0,3.853782892E-1,4.883375707E0
6.576659742E1,-3.338475963E0,-1.237533957E-1,2.201656787E0,4.001003533E0
6.577658642E1,-2.453912687E0,-1.556502494E0,3.582493136E0,4.612878121E0
6.578657642E1,-1.857314842E0,-1.532142409E0,3.848469527E0,4.539581092E0
6.579656642E1,-1.448976584E0,-7.567244303E-1,3.438211336E0,3.807028000E0
6.580655542E1,-9.826327765E-1,-6.742892146E-1,3.891429605E0,4.069822784E0
6.581654542E1,-7.815859142E-1,-1.012441297E0,3.510381764E0,3.736133570E0
6.582653542E1,-8.289190518E-1,-1.284970078E0,1.509725938E0,2.148843248E0
6.583652442E1,-6.545022368E-1,-1.671288015E0,-7.334209371E-1,1.938938648E0
6.584651442E1,-6.278407607E-1,-1.122908065E0,-3.512062254E0,3.740279110E0
6.585650342E1,-7.129554630E-1,-7.852459788E-1,-3.946268302E0,4.086312550E0
6.586649342E1,-9.368715897E-1,-7.365796030E-1,-3.067516574E0,3.290886783E0
6.587648342E1,-8.466163078E-1,-6.368284428E-1,-9.652349710E-1,1.433174165E0
6.588647242E1,-8.877867725E-1,-3.078325152E-1,5.205087586E-1,1.074176698E0
6.589646242E1,-7.842949292E-1,2.151775360E-3,1.285317403E0,1.505710461E0
6.590645242E1,-4.655231506E-1,1.652341282E-1,1.318937724E0,1.408407200E0
6.591644142E1,3.840590112E-2,4.334634519E-1,1.284725519E0,1.356423693E0
6.592643142E1,4.726058829E-1,6.250895727E-1,8.852380443E-1,1.182260415E0
6.593642042E1,8.146060912E-1,6.639864206E-1,1.045413454E-1,1.056120232E0
