max,min,range,mean,median,variance,skewness,std,percentile_25,percentile_50,percentile_75
10.452735130275997,4.106939784719998,6.345795345555999,6.9616304144398145,6.8899909625839975,1.5863450242910875,0.08525691771504099,1.2595018953106372,5.958506200775999,6.8899909625839975,8.091218658047998
10.513852884675996,4.181963209439994,6.3318896752360025,7.18760085863802,7.319088947213997,1.3121447466934009,-0.2585312921494043,1.145488867991916,6.564094791727995,7.319088947213997,7.8725771673789975
11.408531232751976,4.831613560907996,6.5769176718439795,7.727645830094749,7.323549384887986,1.7806743405150844,0.7684765667535813,1.3344191022745007,6.842535059143992,7.323549384887986,8.519488243809995
11.302455568239978,3.7981921531359744,7.5042634151040035,6.900974705559325,6.700443593939982,1.6414957811897384,0.8694723927100453,1.2812087188236498,6.110779637964976,6.700443593939982,7.492992590829985
10.347230925119982,4.743186636479981,5.604044288640001,7.485866205061648,7.461103303867983,1.1950570827052687,-0.04820553904857161,1.093186664163659,6.695639235203987,7.461103303867983,8.280627079977982
11.418473194359992,4.063303382231995,7.355169812127997,6.638802746911534,6.45992122011199,1.7104387041860825,0.7118988410494512,1.3078374150428953,5.735664932372989,6.45992122011199,7.5149557442299875
10.997471138959998,4.343361159747996,6.654109979212002,6.988344443333926,6.828658294242,1.634883565607915,0.5042760138728736,1.2786256549936401,6.0649034611270025,6.828658294242,7.811528071256998
11.575289090504,4.854447837020008,6.720841253483992,7.376612817283102,7.307609806554008,1.8491449703346852,0.32986394338146735,1.3598326993916146,6.318001637180003,7.307609806554008,8.198813300609004
9.742567499092019,3.648786502060021,6.093780997031997,7.239412638991442,7.2666774249040165,1.129368975091504,-0.1300154148482914,1.062717730675227,6.534296343300017,7.2666774249040165,8.004019055305017
11.692666030716019,3.7362923773640193,7.956373653351999,7.2681379501972,7.131187310910017,2.376496745572421,0.39597811845996633,1.5415890326453483,6.127825199288016,7.131187310910017,8.266136735777016
10.111868720120016,3.9294473010000126,6.182421419120004,7.087018193308191,7.049492415138017,1.265690537412524,-0.14030054294104455,1.1250291273618316,6.234686854434017,7.049492415138017,7.939329326524016
10.343043675440008,3.8544182131800087,6.488625462259999,6.911404919592619,6.858689585032014,1.2414776769448839,0.17008891143929328,1.1142161715506036,6.105150393506015,6.858689585032014,7.69158778471801
